text,label
γίνομαι έξω φρενών,1
γίνομαι θηρίο,1
γυρίζω σελίδα,1
γυρίζω φύλλο,1
γυρνάω σελίδα,1
δαπανώ δυνάμεις,1
δημιουργώ προηγούμενο,1
διαβάζω ανοιχτό βιβλίο,1
διαβάζω κλειστό βιβλίο,1
διαγραφώ τροχιά,1
διάγω βίον ανθόσπαρτον,1
διάγω βίον ευτυχή,1
διαλύω οικογένειες,1
διαλύω σπίτια,1
δίνω πόνο,1
δουλεύω ψιλό γαζί,1
δεν δίνω ,1
εγκυμονώ κινδύνους,1
είμαι βαπόρι,1
είμαι έξω φρενών,1
είμαι θηρίο,1
είμαι μέγας και πολύς,1
είμαι περδίκι,1
είμαι πετσί και κόκαλο,1
είμαι πρόβατο του Θεού,1
είμαι γατάκι,1
είμαι yolo,1
είμαι κλάιν,1
είμαι κομπλέ,1
είμαι μέσα,1
είμαι θεούλης,1
είμαι πολύ μπροστά,1
είναι ξέφραγο αμπέλι,1
εκτελώ χρέη δημ. υπαλλήλου,1
έρχομαι δεύτερος,1
έχω ελαστική συνείδηση,1
έχω καθαρή συνείδηση,1
έχω θέμα,1
έχω κέρδη,1
έχω μεγάλη γλώσσα,1
έχω ρέγουλα,1
ζητάω εκδίκηση,1
ζητάω επανόρθωση,1
ζω βίον ανθόσπαρτον,1
ηγόρασα αγρόν,1
θέλω αίμα,1
θέλω εκδίκηση,1
δεν θέλω να ξέρω,1
δεν θέλω να ΤΟΝ ξέρω,1
θερίζω θύελλες,1
ικανοποιώ πιεστική ανάγκη,1
κάνω θραύση,1
κάνω κοιλιά,1
κάνω μπαμ,1
κάνω ότι ΤΟΥ καπνίζει,1
κάνω πάταγο,1
κάνω πως δεν ακούω,1
κάνω πως δεν βλέπω,1
κάνω γκάφα,1
κάνω καλό όνομα,1
κάνω πως ξεχνάω,1
κάνω τηv λαχείο,1
κάνει φτερά,1
κατακτώ έδαφος,1
καταπίνω βατράχια,1
κατεβάζω ιδέες,1
κάτσε καλά,1
κατουράω αίμα,1
κερδίζω γαλόνια,1
κερδίζω έδαφος,1
κερδίζω ύψος,1
κερδίζω ψίχουλα,1
κλέβω εκκλησία,1
κλείνω εισαγωγικά,1
κλείνω παρένθεση,1
κλείνω σπίτια,1
κόβω βόλτες,1
κόβω λάσπη,1
κόβω μονέδα,1
κόβω παράδες,1
κόβω φλέβα,1
κοιμάμαι όρθιος,1
δεν κοιτάζω πίσω,1
κοπανάω αέρα,1
κρατάω λαγοπόδαρο,1
κρατάω πισινή,1
κρατάω πόζα,1
κρατάω μυστικό,1
κρατάω το μανιάτικο,1
κρεμάω μούτρα,1
κτυπάω ξύλο,1
λαμβάνω τέλος,1
λεω μεγάλα λόγια,1
δεν λέω κουβέντα,1
δεν λέω λέξη,1
δεν λεω μεγάλα λόγια,1
δεν λέω μεγάλα πράγματα,1
δεν λέω πολλά,1
δεν λέω πολλά πράγματα,1
δεν λέω τίποτα,1
δεν μαζεύω φράγκο,1
μένω άφραγκος,1
μένω παγωτό,1
μένω ταπί και ψύχραιμος,1
μένω άγαλμα,1
μένω άναυδος,1
μένω κόκαλο,1
μένω μάρμαρο,1
μένω μπουκάλα,1
μένω νεκρό γράμμα,1
μένω,1
μένω ξερός,1
μένω ρέστοs,1
μένω στήλη άλατος,1
μένω σέκος,1
μένω τέζα,1
μεταβάλλω στάση,1
μεταβάλλω τακτική,1
μυρίζομαι καυγά,1
μυρίζω κλεισούρα,1
δεν ξέρω τι λέω,1
δεν ξέρω τι μου γίνεται,1
δεν ξέρω τι να πω,1
δεν ξέρω τι ζητάω,1
ξοδεύω δυνάμεις,1
ξοδεύω φαιά ουσία,1
ξυπνώ και νεκρό,1
ξύνω παλιέςπληγές,1
δεν πάει βήμα,1
παθαίνω εγκεφαλικό,1
παίζω διπλό παιχνίδι,1
παίζω επικίνδυνο παιχνίδι,1
παίζω μεγάλο παιχνίδι,1
παίζω βρώμικο παιχνίδι,1
παίζω σίγουρο χαρτί,1
παίζω μπαλίτσα,1
παίρνω αέρα,1
παίρνω ανθρώπινο πρόσωπο,1
παίρνω αρνητική τροπή,1
παίρνω άσχημη τροπή,1
παίρνω άφεση αμαρτιών,1
παίρνω βάρος,1
παίρνω δρόμο,1
παίρνω δυνάμεις,1
παίρνω εκδίκηση,1
παίρνω ζωή,1
παίρνω θέση μάχης,1
παίρνω θετική τροπή,1
παίρνω καιρό,1
παίρνω κιλά,1
παίρνω κρύο,1
παίρνω μορφή,1
παίρνω νερό,1
παίρνω πόδι,1
παίρνω σάρκα και οστά,1
παίρνω σειρά,1
παίρνω στραβό δρόμο,1
παίρνω ανάποδες,1
παίρνω στροφές·,1
παίρνω στροφή,1
παίρνω τέλος,1
παίρνω ύφος,1
παίρνω φωτιά,1
δεν παίρνω αναπνοή,1
δεν παίρνω ανάσα,1
δεν παίρνω γιατρειά,1
πατάω γκάζι,1
πατάω πόδι,1
πατάω φρένο,1
πάω περίπατο,1
πάω ρολόι,1
πάω,1
πάω στράφι,1
πάω χαμένος,1
πάω χαράμι,1
πάει τρένο,1
πάει σύννεφο,1
πάει γόνα,1
δεν πειράζω ούτε μύγα,1
περιμένω ευτυχές γεγονός,1
περιμένω μωρό,1
περιμένω παιδί,1
περιμένω τηλέφωνο,1
περνάω δοκιμασίες,1
περνάω δύσκολες ώρες,1
περνάω ζωή και κότα,1
περνάω σκυλίσια ζωή,1
περνάω φάση,1
πετάω βατράχια,1
πετάω ακόντιο,1
πετάω μαλακίες,1
πετάω κοτσάνες,1
πετάω,1
πετάω,1
πέφτει βροχή,1
πέφτω ξερός,1
πηγαίνω περίπατο,1
πηγαίνω ρολόι,1
πηγαίνω,1
πηγαίνω,1
πηγαίνω στράφι,1
πηγαίνω χαμένος,1
πηγαίνω χαράμι,1
πηγαίνει σύννεφο,1
πηγαίνει γόνα,1
πηδάω μήκος,1
πηδάω ύψος,1
πιάνω κόκκινο,1
πιάνω κρέας,1
πιάνω λεφτά,1
πιάνω παιδί,1
πιάνω πάτο,1
πιάνω σχέσεις,1
πιάνω τόπο,1
πιάνω φιλίεs,1
πιάνω φωτιά,1
δεν πιάνω δεκάρα,1
δεν πιάνω διάρα,1
δεν πιάνω μία,1
δεν πιάνω φράγκο,1
πληρώνω μισή ταρίφα,1
πληρώνω μισό εισιτήριο,1
πληρώνω ξένες αμαρτίες,1
πληρώνω ολόκληρο εισιτήριο,1
πουλάω αέρα,1
προμηνύω θύελλες,1
προμηνύω καταστροφές,1
προμηνύω συμφορές,1
ρίχνω άγκυρα,1
ρίχνω κανονιά,1
ρίχνω λευκό,1
ρίχνω μαύρο δάκρυ,1
ρίχνω μπόι,1
ρίχνω ύψος,1
σηκώνω άγκυρα,1
σηκώνω αστεία,1
σηκώνω κεφάλι,1
σηκώνω κουβέντα,1
σηκώνω μπαϊράκι,1
σηκώνω μύτη,1
σηκώνω παντιέρα,1
σηκώνω πλάκα,1
σηκώνω σκόνη,1
σηκώνω συζήτηση,1
σηκώνω χωρατά,1
δεν σηκώνω αστεία,1
δεν σηκώνω κουβέντα,1
δεν σηκώνω λόγια,1
δεν σηκώνω πλάκα,1
δεν σηκώνω συζήτηση,1
δεν σηκώνω χωρατά,1
σημαίνω συναγερμό,1
σημειώνω επιτυχία,1
σκαλίζω παλιές πληγές,1
δεν σκαμπάζω μία,1
σκάω μύτη,1
σκοτώνω μύγες,1
σπάω πλάκα,1
σπάω κόκαλα,1
δεν σταυρώνω άντρα,1
δεν σταυρώνω γκόμενα,1
δεν σταυρώνω γκόμενο,1
δεν σταυρώνω γυναίκα,1
δεν σταυρώνω δεκάρα,1
στερούμαι βάσης,1
στέκομαι σούζα,1
συλλέγω εμπειρίες,1
συλλέγω εντύπωσεις,1
τραβάω κόσμο,1
τραβάω κουπί,1
τραβάω νερό,1
τραβάω πείνα,1
τραβάω μανίκι,1
δεν τραβάω πολύ,1
τρώω άχυρα,1
τρώω δάχτυλα,1
τρώω κουτόχορτο,1
τρώω ξύλο,1
τρώω σίδερα,1
τρώω χώμα,1
τρώω ψωμί κι ελιές,1
τρώω σκάλωμα,1
τρώω φλασιά,1
τρώω άκυρο,1
τρώω χυλόπιτα,1
φιλάω κατουρημένες ποδιές,1
φοράω γυαλιά,1
φοράω φακούς επαφής,1
φτύνω μαύρο αίμα,1
φωνάζω βοήθεια,1
χαλάω κόσμο,1
χαλάω λεφτά,1
χάνω αίμα,1
χάνω βάρος,1
χάνω έδαφος,1
χάνω καιρό,1
χάνω κιλά,1
χάνω πόντους,1
χάνω ψήφους,1
δεν χάνω λεπτό,1
χάφτω μύγες,1
χορεύω καρσιλαμά,1
χρειάζεται γιατρό,1
χρειάζεται ψυχίατρο,1
δεν χρειάζεται δεύτερη κουβέντα,1
χτυπάω λάθος πόρτα,1
χτυπάω συναγερμό,1
χτυπάω κόκκινο,1
χύνω αίμα,1
χύνω μαύρο δάκρυ,1
αδράττω την ευκαιρία,1
ακολουθώ τον ίσιο δρόμο,1
ακολουθώ το κοπάδι,1
ακολουθώ τη μόδα,1
ακολουθώ τη πεπατημένη,1
ακολουθώ τους πολλούς,1
ακολουθώ το ρεύμα ,1
ακούω τη λογική,1
ακούω το ράδιο,1
ακούω τις σειρήνες,1
ακούω τη φωνή της λογικής,1
αλλάζω την κουβέντα,1
αλλάζω την συζήτηση,1
ανάβω το γκάζι,1
ανάβω το μάτι,1
ανάβω το ηλεκτρικό,1
ανάβω την θέρμανση,1
ανάβω τα αίματα ,1
ανάβω το καλοριφέρ,1
ανάβω τα πνεύματα,1
ανάβω το φως,1
αναζητάω την περιπέτεια,1
αναζητάω μια καλή τύχη,1
αναζητάω την τύχη,1
ανακατεύω τη λάσπη,1
ανακατεύω τα χαρτιά,1
αvακιvώ το ζήτημα,1
ανακουφίζω τον ανθρώπινο πόνο,1
ανακτώ το χαμένο χρόνο,1
ανιχνεύω το έδαφος,1
ανοίγω το γκάζι,1
ανοίγω το ηλεκτρικό,1
ανοίγω την θέρμανση,1
ανοίγω το καλοριφέρ,1
ανοίγω το κυνήγι,1
ανοίγω το σκορ,1
ανοίγω το φως,1
ανοίγω το χορό,1
αντέχω το κρασί,1
αντέχω το ποτό,1
δεν αντέχω το σοκ,1
αντιμετωπίζω το χειρότερο,1
αντιμετωπίζω τους κινδύνους,1
αντιμετωπίζω τις δυσκολίες,1
αντιστρέφω τους ρόλους,1
αξίζω τον κόπο,1
αξίζω τον κόπο να ΤΟ δεις,1
αξίζω τον κόπο να ΤΟ ζήσεις,1
αξίζω τα μαλλιά της κεφαλής μου,1
αξίζω τα μάτια της Παναγιάς,1
αξίζω όλο το χρυσάφι του κόσμου,1
αξίζω τα καλύτερα,1
αξίζω τα χειρότερα,1
αξίζω τα πάντα,1
απαρνιέμαι τα εγκόσμια,1
απέρχομαι του βίου,1
αποκαθιστώ την αλήθεια,1
αποκαθιστώ τα γεγονότα,1
αποφεύγω το χειρότερο,1
αποφεύγω την συνάντηση,1
αποχαιρετώ την ζωή,1
αρνούμαι την μάχη,1
αρνούμαι την σύγκρουση,1
αρνούμαι την ήττα,1
φέρνω τον κατακλυσμό,1
αφήνω τα αστεία,1
αφήνω τα μεγάλα λόγια,1
αφήνω ένα παραθυράκι,1
αφήνω τις μαλακίες,1
βάζω τα γέλια,1
βάζω τα κλάματα,1
βάζω το τραπέζι,1
βάζω τις φωνές,1
βάζω όρια,1
βάζω τα όρια,1
βγάζω την μάσκα,1
βγάζω την Νασθένεια,1
βγάζω το σκασμό,1
βγάζω την μπέμπελη,1
βγάζω την χρυσή,1
δεν βγάζω τα γράμματα,1
δεν βγάζω την νύχτα,1
βλέπω το φως της δημοσιότητας,1
βλέπω το φως της ημέρας,1
βλέπω το μέλλον,1
βουλώνω τις τρύπες,1
βρίσκω την αδελφή Ψυχή,1
βρίσκω την άκρη,1
βρίσκω το κλειδί του αινίγματος,1
βρίσκω την λύση,1
βροντάω την πόρτα,1
γεμίζω τα νεκροταφεία,1
γεμίζω τα ράφια,1
γνωρίζω το τέλος της ιστορίας,1
γυρίζω τον κόσμο,1
γυρίζω τα,1
γυρίζω το φύλλο,1
γυρίζω σελίδα,1
γυρνάω το κεφάλι,1
γυρνάω τον κόσμο,1
δαγκώνω το δόλωμα,1
δαγκώνω τη λαμαρίνα,1
δαγκώνω τα χείλη,1
δέχομαι το βάπτισμα του πυρός,1
δέχομαι την κριτική,1
δέχομαι την πρόταση,1
διαβαίνω το Ρουβίκωνα,1
διαλέγω την ελευθερία,1
διαλέγω το μικρότερο κακό,1
διαπερνώ την οθόνη,1
διασκεδάζω την ομήγυρη,1
διασκεδάζω τα πλήθη,1
διασχίζω τον Ρουβίκωνα,1
διαψεύδω τα γεγονότα,1
δίνω το σήμα ενάρξεως,1
δίνω το πράσινο φως,1
δίνω το οκ,1
δεν δίνω την πρέπουσα σημασία,1
δίνω το προβάδισμα,1
δεν διορθώνω την κατάσταση,1
εγκαταλείπω τον αγώνα,1
εγκαταλείπω τα εγκόσμια,1
εγκαταλείπω την ζωή,1
εγκαταλείπω το παιχνίδι,1
εγκαταλείπω την παρτίδα,1
εγκαταλείπω την συζυγική εστία,1
εγκαταλείπω την πολιτική σκηνή,1
εγκαταλείπω το τραπέζι,1
ειδοποιώ την οικογένεια,1
είμαι ο άνθρωπος της ημέρας,1
είμαι το κάτι άλλο,1
είναι η μία όψη του ζητήματος,1
είναι η μία όψη του νομίσματος,1
εκτελώ το θέλημα του Θεού,1
ελέγχω τις γεννήσεις,1
ελέγχω την κατάσταση,1
ελέγχω την πίεση,1
εξασκώ ένα επάγγελμα,1
εξετάζω το έδαφος,1
επαναλαμβάνω τα ίδια λάθη,1
επαναλαμβάνω τα ίδια σφάλματα,1
επαναλαμβάνω την ίδια συμπεριφορά,1
επιταχύνω τα γεγονότα,1
επιταχύνω τις εξελίξεις,1
επιταχύνω το ρυθμό,1
ετοιμάζω το τραπέζι,1
έχω την αίσθηση της πραγματικότητας,1
έχω την αίσθηση του χρόνου,1
έχω το κοκαλάκι της νυχτερίδας,1
έχω τον μαλακομαγνήτη,1
έχω την πείρα,1
έχω την σοφία,1
έχω το κόμπλεξ,1
έχω την ανάγκη,1
δεν έχω την αίσθηση της πραγματικότητας,1
δεν έχω την αίσθηση του χρόνου,1
ζυγίζω το τι θα πω,1
ζυγίζω την κατάσταση,1
ζω το σήμερα,1
ζω το τώρα,1
ζω τη ζωή,1
ζω την στιγμή,1
καβαλάω το καλάμι,1
καθαρίζω την κόπρο του Αυγεία,1
κάνω τον ψόφιο κοριό,1
κάνω την Οσία Μαρία,1
κάνω τα στραβά μάτια,1
κάνω το κρεβάτι,1
κάνω τον απολογισμό,1
καταθέτω τα όπλα,1
κατακτώ την κορυφή,1
καταλαμβάνω το έδαφοs,1
καταπίνω την προσβολή,1
καταπίνω τα χιλιόμετρα,1
καταπλήσσω τα πλήθη,1
κατεβάζω τον αγκλέορα,1
κατεβάζω τον άμπακο,1
κατεβάζω το κεφάλι,1
κατεβάζω τα μάτια,1
κατεβάζω τα ρολά,1
κατεβάζω τα ρολά,1
κατεβάζω το τηλέφωνo,1
κατεβάζω τη φωνή,1
κατεβάζω τα χειμερινά,1
κατεβάζω τα μούτρα,1
κερδίζω την αθανασία,1
κερδίζω την παρτίδα,1
κερδίζω τον πρώτο αριθμό του λαχείου,1
κερδίζω την υστεροφημία,1
κερδίζω το χαμένο χρόνο,1
κερδίζω το στοίχημα,1
κερδίζω την μάχη,1
κλέβω την παράσταση,1
κλείνω το γκάζι,1
κλείνω το ηλεκτρικό,1
κλείνω τη θέρμανση,1
κλείνω τα μαγαζιά,1
κλείνω τα μάτια,1
κλείνω την παρένθεση,1
κλείνω τη συζήτηση,1
κλείνω το φως,1
κλείνω το χορό,1
κλείνω τραπέζι,1
κλίνω το γονυ,1
κλίνω το ρήμα,1
κλωτσάω την ευκαιρία της ζωής μου,1
κόβω το γκάζι,1
κόβω το γόρδιο δεσμό,1
κόβω το ηλεκτρικό,1
κόβω τις κακέs συνήθειες,1
κόβω το κάπνισμα,1
κόβω το κρασί,1
κόβω το νερό,1
κόβω το πιοτό,1
κόβω το τηλέφωνο,1
κόβω το τσιγάρο,1
κόβω το φως,1
κόβω τα χαρτιά,1
κόβω τις μαλακίες,1
κοιμάμαι τον αξύπνητο,1
κοιμάμαι του καλού καιρού,1
κοιμάμαι τον ύπνο του δικαίου,1
κοροϊδεύω το λαό,1
κοροϊδεύω τον κόσμο,1
κοστίζω τα μαλλιά της κεφαλής μου,1
κουβαλάω τον σταυρό,1
κρατάω τη δεξιά λουρίδα,1
κρατάω τον ίδιο χαβά,1
κρατάω τα κλειδιά του παραδείσου,1
κρατάω τα κλειδιά της υπόθεσης,1
κρατάω το νοικοκυριό,1
κρατάω τα προσχήματα,1
κρατάω το σπίτι,1
κρατάω τη συζήτηση,1
κρατάω τη συμφωνία,1
κρατάω το ταμείο,1
κρατάω την τάξη,1
κρατάω το τιμόνι,1
κρατάω τουs τύπους,1
κρατάω το φανάρι,1
κρεμάω το ακουστικό,1
κρεμάω την παρέα,1
κτυπάω το σήμα κινδύνου,1
κυνηγάω την περιπέτεια,1
κυνηγάω τον ποδόγυρο,1
κυνηγάω την τύχη,1
κυνηγάω τις φασαρίες,1
κυνηγάω τη φούστα,1
κυνηγάω την ευκαιρία,1
λέω την τελευταία λέξη,1
λέω την αλήθεια,1
λέω τα χαρτιά,1
λέω τον καφέ,1
λέω την μοίρα,1
λιώνω τον πάγο,1
λύνω τη συνεδρίαση,1
λύνω το πρόβλημα,1
λύνω τον γρίφο,1
μαζεύω τιs ξυλιές,1
μαζεύω τα ψύχουλα,1
μαλακώνω την ατμόσφαιρα,1
μεταστρέφω την κουβέντα,1
μεταστρέφω τη συζήτηση,1
μετράω τουs πόντους,1
μετράω τα καλά,1
μετράω τα κακά ,1
μοιράζω τα χαρτιά,1
μπήγω τα γέλια,1
μπήγω τα κλάματα,1
μπήγω τιs φωνές,1
ντύνομαι το χακί,1
νιώθω την ανάγκη,1
ξαναβάζω τα στρατιωτικά,1
ξαναβάζω το χακί,1
ξανακτίζω τον κόσμο,1
ξαναφοράω τα τα στρατιωτικά,1
ξαναφοράω το χακί,1
ξαναφτιάχνω τον κόσμο,1
ξεγελάω τον αντίπαλο,1
ξεγελάω τον καιρό,1
ξεκαθαρίζω την υπόθεση,1
ξεκαθαρίζω την κατάσταση,1
ξεπερνάω κάθε μέτρο,1
ξεπερνάω τα όρια,1
ξεπερνάω κάθε όριο,1
ξεπερνάω την πιο τολμηρή φαντασία,1
δεν ξέρω τα τρία,1
ξεσφίγγω τα χείλη,1
ξεσφίγγω τα κορδόνια,1
ξεσφίγγω τη ζώνη,1
ξεχνάω την ώρα,1
οδηγώ το χορό,1
οδηγώ το πλήθος,1
οξύνω την ατμόσφαιρα,1
οξύνω την σκέψη,1
οξύνω την φαντασία,1
παίρνω την ανιούσα,1
παίρνω το βάπτισμα του πυρός,1
παίρνω τα βουνά,1
παίρνω το δρόμο της επιστροφής,1
παίρνω τους δρόμους,1
παίρνω την εξουσία,1
παίρνω τον ίσιο δρόμο,1
παίρνω τον κατήφορο,1
παίρνω την κατιούσα,1
παίρνω την κατρακύλα,1
παίρνω την κάτω βόλτα,1
παίρνω το κολάι,1
παίρνω την κυβέρνηση,1
παίρνω τη μερίδα του λέοντος,1
παίρνω την πάνω βόλτα,1
παίρνω μία τούμπα,1
παίρνω το χάπι,1
παίρνω το ρίσκο,1
πατάω τα γέλια,1
πατάω τα κλάματα,1
πατάω τις κραυγές,1
πατάω τα Νηλικία,1
πατάω την πεπονόφλουδα,1
πατάω τις φωνές,1
περιορίζω την πίστωση,1
περνάω το μέσο όρο,1
περνάω τα σύνορα,1
περνάω τη γραμμή,1
πετάω την μάσκα,1
πετάω τα ράσα,1
πηδάω μια τάξη,1
πιάνω τα βουνά,1
πιάνω την καλή,1
πιάνω το κλαρί,1
πιάνω το Μάη,1
πιάνω τα πόστα,1
πιάνω τον τόπο,1
πιάνω το χορό,1
πιάνω τον τόνο,1
πιάνω το νόημα ,1
πίνω το αμίλητο νερό,1
πίνω το κώνειο,1
πληρώνω τη νύφη,1
πληρώνω τα σπασμένα,1
πληρώνω το φόρο του αίματος,1
πνέω τα λοίσθια,1
πνίγω την υπόθεση,1
προβλέπω τον καιρό,1
προβλέπω τις εξελίξεις,1
προβλέπω το μέλλον,1
προκαλώ το δημόσιο αίσθημα,1
προκαλώ το κοινό αίσθημα,1
προκαλώ το θάνατο,1
προκαλώ τα πλήθη,1
πυκνώνω το μυστήριο,1
ρίχνω το γάντι,1
ρίχνω τη μάσκα,1
ρίχνω το παιδί,1
ρίχνω το σύνθημα,1
ρυθμίζω την κατάσταση,1
σβήνω το γκάζι,1
σβήνω το ηλεκτρικό,1
σβήνω τη θέρμανση,1
σβήνω το φως,1
σέβομαι τη δημόσια τάξη,1
σηκώνω την αυλαία,1
σηκώνω το σταυρό του μαρτυρίου,1
σηκώνω τους ώμους,1
σηκώνω το κεφάλι,1
σκύβω το κεφάλι,1
σκύβω την πλάτη,1
σπάω το κατεστημένο,1
σπάω την μονοτονία,1
σπάω τον πάγο,1
σπάω την παράδοση,1
σπάω την πιάτσα,1
σπάω όλα τα ρεκόρ,1
σπάω την σιωπή,1
σπάω τις τιμές,1
σπέρνω το θάνατο,1
σταματάω την κουβέντα,1
σταυρώνω τις γάμπες,1
σταυρώνω τα χέρια,1
στραβώνω τα μούτρα,1
συμπληρώνω την εικόνα,1
συμπληρώνω το κομμάτι του παζλ,1
συναντώ την αδελφή ψυχή,1
συνεχίζω το ίδιο τροπάρι,1
σφάζω το μόσχο το σιτευτό,1
σφίγγω τα δόντια,1
σώζω την κατάσταση,1
σώζω τα προσχήματα,1
τετραγωνίζω τον κύκλο,1
τινάζω τα πέταλα,1
τραβάω τα πάθη του λιναριού,1
τραβάω τα πάθη του Χριστού,1
τραβάω το σκοινί,1
τρώω το δόλωμα,1
τρώω τις λέξεις,1
τρώω την παπάρα,1
τρώω το παραμύθι,1
τρώω το περίδρομο,1
τρώω τη χυλόπιτα,1
τρώω τον κόσμο,1
τρώω μια τούμπα,1
υπερβαίνω τα εσκαμμένα,1
δεν υπερβαίνω την αναγραφόμενη δόση,1
υπηρετώ την πατρίδα,1
δεν υπολογίζω το τι θα πει ο κόσμος,1
υποστηρίζω την αλήθεια,1
υποστηρίζω το δίκιο,1
υποστηρίζω το νόμο,1
υφίσταμαι τις συνέπειες,1
υφίσταμαι το δίκαιο του ισχυρότερου,1
φαντάζομαι το χειρότερο,1
φέρνω τον κατακλυσμό,1
φοβάμαι τη ζέστη,1
φοβάμαι τον πάγο,1
φοβάμαι την παγωνιά,1
φοβάμαι την υγρασία,1
φοβάμαι το χειρότερο,1
φοβάμαι τα ύψη,1
φουσκώνω τις τιμές,1
φυλάω το κρεβάτι,1
φυσάω το το παραδάκι,1
χαιρετίζω την σημαία,1
χαλάω την δουλειά,1
χαλάω το επάγγελμα,1
χαλάω την πιάτσα,1
χαλάω την ατμόσφαιρα,1
χαμηλώνω τη φωνή,1
χαμηλώνω τα φώτα,1
χάνω την αίσθηση της πραγματικότητας,1
χάνω την αίσθηση του χρόνου,1
χάνω τα αυγά και τα καλάθια,1
χάνω τη δίκη,1
χάνω την ευκαιρία,1
χάνω τη ζωή,1
χάνω το λόγο,1
χάνω το μπούσουλα,1
χάνω το νήμα,1
χάνω το νόημα της ζωής,1
χάνω την μαγκιά,1
χάνω την μαγεία,1
χάνω την μπάλα,1
χρωστάω της Μιχαλούs,1
ψάχνω τις δυσκολίες,1
ψάχνω την αδελφή ψυχή,1
αθετώ το λόγο μου,1
αθετώ τον όρκο μου,1
αθετώ τη συμφωνία μου,1
αθετώ την υπόσχεση μου,1
δεν αισθάνομαι τα πόδια μου,1
ακολουθώ τον δρόμο μου,1
ακολουθώ τη μοίρα μου,1
ακολουθώ την τύχη μου,1
ακολουθώ το πεπρωμένο μου,1
ακονίζω την γλώσσα μου,1
ακονίζω τα δόντια μου,1
ακονίζω τα νύχια μου,1
ακονίζω την πένα μου,1
αλλάζω τον αέρα μου,1
αλλάζω τις ιδέες μου,1
αλλάζω τα λόγια μου,1
αλλάζω τις μπαταρίες μου,1
αλλάζω τα μυαλά μου,1
αμολάω την γλώσσα μου,1
αναγνωρίζω τα δίκια μου,1
αναγνωρίζω την ήττα μου,1
αναγνωρίζω τα λάθη μου,1
αναγνωρίζω το λάθος μου,1
αναγνωρίζω το σφάλμα μου,1
αναγνωρίζω τα σφάλματα μου,1
αναγνωρίζω το φταίξιμό μου,1
ανακουφίζω την τσέπη μου,1
ανακτώ τις αισθήσεις μου,1
ανακτώ τις δυνάμεις μου,1
ανακτώ την ελευθερία μου,1
ανακτώ το ηθικό μου,1
ανακτώ το θάρρος μου,1
ανακτώ την ψυχραιμία μου,1
αναλαμβάνω τις ευθύνες μου,1
αναλαμβάνω τα καθήκοντα μου,1
αναμασάω τα λόγια μου,1
αναμοχλεύω τη μνήμη μου,1
αναμοχλεύω το μνημονικό μου,1
αναπτερώνω το ηθικό μου,1
ανασκαλεύω τη μνήμη μου,1
ανεβάζω την απόδοσή μου,1
ανεβάζω το ρυθμό μου,1
ανεβάζω τη φωνή μου,1
ανοίγω τα αφτιά μου,1
ανοίγω τα γκαβά μου,1
ανοίγω τα μάτια μου,1
ανοίγω το μυαλό μου,1
ανοίγω τους ορίζοντές μου,1
ανοίγει τις πύλες του,1
ανοίγω το σπίτι μου,1
ανοίγω το στόμα μου,1
ανοίγω τα φτερά μου,1
ανοίγω τα χαρτιά μου,1
ανοίγω το βήμα μου,1
αντιλαμβάνομαι τις ευθύνες μου,1
απλώνω την αρίδα μου,1
απλώνω τα δίχτυα μου,1
απλώνω τα φτερά μου,1
αποκαλύπτω τα χαρτιά μου,1
απολαμβάνω την εκδίκησή μου,1
απολαμβάνω την επιτυχία μου,1
απολαμβάνω το θρίαμβο μου,1
απολαμβάνω τη νίκη μου,1
αποποιούμαι τις ευθύνες μου,1
αποφεύγω τις ευθύνες μου,1
αράζω την πέτσα μου,1
ασκώ τα δικαιώματα μου,1
αφήνω το σημάδι μου,1
αφήνω τη στάμπα μου,1
βαριέμαι τη ζωή μου,1
βγάζω τα άντερα μου,1
βγάζω το άχτι μου,1
βγάζω τα νύχια μου,1
βγάζω τα συκώτια μου,1
βγάζω τα σωθικά μου,1
βγάζω την κακία μου,1
βλέπω την υγειά μου,1
βλέπω το φως μου,1
βλέπω τα θετικά μου,1
βλέπω τα αρνητικά μου,1
βλέπω τα στραβά μου,1
βρέχω τα βρακιά μου,1
βρίσκω τον άνθρωπο μου,1
βρίσκω το δάσκαλο μου,1
βρίσκω το διάβολό μου,1
βρίσκω το διάολό μου,1
βρίσκω το δρόμο μου,1
βρίσκω την ησυχία μου,1
βρίσκω τη κλίση μου,1
βρίσκω τα λογικά μου,1
βρίσκω το μάστορά μου,1
βρίσκω το μάστορή μου,1
βρίσκω τον μπελά μου,1
βρίσκω τις ρίζες μου,1
βρίσκω τη φωνή μου,1
βρίσκω τη βολή μου,1
βρίσκω την πίστη μου,1
δεν βρίσκω το δίκιο μου,1
δεν βρίσκω τα λόγια μου,1
γεμίζω τις μπαταρίες μου,1
γλείφω τα χείλη μου,1
γλυτώνω το τομάρι μου,1
γλωσσεύω τη μπέρδα μου,1
γυρεύω το μπελά μου,1
δαγκώνω τη γλώσσα μου,1
δαγκώνω τα χείλια μου,1
δείχνω τα δόντια μου,1
δείχνω την ηλικία μου,1
δείχνω τα νύχια μου,1
δείχνω τα χρόνια μου,1
δένω το γάιδαρο μου,1
διαλέγω τις κουβέντες μου,1
διαλέγω τα λόγια μου,1
διασώζω τη σοβαρότητα μου,1
διατηρώ την ανωνυμία μου,1
διατηρώ το ινκόγνιτο μου,1
